spec_id,megapixels
www.mypriceindia.com//50,8.9
www.mypriceindia.com//34,12.2
www.mypriceindia.com//47,14.0
www.mypriceindia.com//40,12.4
www.mypriceindia.com//726,16.2
www.mypriceindia.com//139,20.0
www.mypriceindia.com//81,16.3
www.mypriceindia.com//42,15.0
www.mypriceindia.com//166,16.0
www.mypriceindia.com//59,20.2
www.mypriceindia.com//31,24.5
www.mypriceindia.com//60,12.8
www.mypriceindia.com//796,18.2
www.mypriceindia.com//73,12.0
www.mypriceindia.com//170,24.7
www.mypriceindia.com//682,16.1
www.mypriceindia.com//39,18.0
www.mypriceindia.com//793,16.0
www.mypriceindia.com//779,16.1
www.mypriceindia.com//75,24.7
www.mypriceindia.com//733,13.2
www.mypriceindia.com//772,14.3
www.mypriceindia.com//737,20.1
www.mypriceindia.com//151,16.0
www.mypriceindia.com//4,14.1
www.mypriceindia.com//743,16.0
www.mypriceindia.com//69,16.1
www.mypriceindia.com//173,12.1
www.mypriceindia.com//708,16.0
www.mypriceindia.com//19,25.0
www.mypriceindia.com//215,16.0
www.mypriceindia.com//138,16.3
www.mypriceindia.com//698,25.0
www.mypriceindia.com//775,20.1
www.mypriceindia.com//583,20.2
www.mypriceindia.com//114,16.0
www.mypriceindia.com//127,20.1
www.mypriceindia.com//716,20.4
www.mypriceindia.com//175,20.1
www.mypriceindia.com//741,16.1
www.mypriceindia.com//770,12.1
www.mypriceindia.com//3,25.0
www.mypriceindia.com//49,24.3
www.mypriceindia.com//12,18.3
www.mypriceindia.com//140,20.2
www.mypriceindia.com//750,24.3
www.mypriceindia.com//52,36.4
www.mypriceindia.com//728,18.0
www.mypriceindia.com//87,
www.mypriceindia.com//192,21.1
www.mypriceindia.com//98,12.1
www.mypriceindia.com//33,18.0
www.mypriceindia.com//109,16.6
www.mypriceindia.com//776,8.1
www.mypriceindia.com//786,18.0
www.mypriceindia.com//6,16.0
www.mypriceindia.com//141,14.1
www.mypriceindia.com//24,16.0
www.mypriceindia.com//92,16.2
www.mypriceindia.com//680,16.1
www.mypriceindia.com//725,18.0
www.mypriceindia.com//46,16.0
www.mypriceindia.com//125,20.1
www.mypriceindia.com//206,12.1
www.mypriceindia.com//722,12.1
www.mypriceindia.com//8,25.0
www.mypriceindia.com//163,14.0
www.mypriceindia.com//72,24.2
www.mypriceindia.com//57,18.0
www.mypriceindia.com//201,10.1
www.mypriceindia.com//15,24.3
www.mypriceindia.com//16,25.0
www.mypriceindia.com//1,
www.mypriceindia.com//618,16.2
www.mypriceindia.com//95,10.0
www.mypriceindia.com//85,12.0
www.mypriceindia.com//89,9.2
www.mypriceindia.com//713,15.0
www.mypriceindia.com//214,24.0
www.mypriceindia.com//91,16.0
www.mypriceindia.com//771,16.0
www.mypriceindia.com//172,12.1
www.mypriceindia.com//595,20.0
www.mypriceindia.com//38,24.2
www.mypriceindia.com//88,16.2
www.mypriceindia.com//56,16.1
www.mypriceindia.com//13,18.0
www.mypriceindia.com//108,9.2
www.mypriceindia.com//769,24.2
www.mypriceindia.com//143,16.1
www.mypriceindia.com//753,14.0
www.mypriceindia.com//161,13.0
www.mypriceindia.com//693,20.2
www.mypriceindia.com//37,21.0
www.mypriceindia.com//113,12.0
www.mypriceindia.com//146,16.1
www.mypriceindia.com//196,12.3
www.mypriceindia.com//132,16.2
www.mypriceindia.com//706,9.2
www.mypriceindia.com//27,18.0
www.mypriceindia.com//145,20.0
www.mypriceindia.com//162,18.1
www.mypriceindia.com//178,17.0
www.mypriceindia.com//26,18.2
www.mypriceindia.com//764,14.1
www.mypriceindia.com//70,12.1
www.mypriceindia.com//176,12.1
www.mypriceindia.com//106,12.1
www.mypriceindia.com//704,16.1
www.mypriceindia.com//774,16.0
www.mypriceindia.com//734,16.1
www.mypriceindia.com//197,16.3
www.mypriceindia.com//688,25.0
www.mypriceindia.com//160,14.0
www.mypriceindia.com//41,20.0
www.mypriceindia.com//65,18.1
www.mypriceindia.com//690,21.1
www.mypriceindia.com//126,37.0
www.mypriceindia.com//763,18.0
www.mypriceindia.com//7,18.0
www.mypriceindia.com//25,12.3
www.mypriceindia.com//76,16.0
www.mypriceindia.com//785,16.0
www.mypriceindia.com//128,16.0
www.mypriceindia.com//186,20.4
www.mypriceindia.com//780,20.1
www.mypriceindia.com//742,16.1
www.mypriceindia.com//62,25.0
www.mypriceindia.com//66,19.0
www.mypriceindia.com//181,20.2
www.mypriceindia.com//788,16.1
www.mypriceindia.com//79,14.1
www.mypriceindia.com//183,16.1
www.mypriceindia.com//208,
www.mypriceindia.com//744,12.3
www.mypriceindia.com//78,14.0
www.mypriceindia.com//150,10.1
www.mypriceindia.com//2,12.0
www.mypriceindia.com//157,18.2
www.mypriceindia.com//768,16.2
www.mypriceindia.com//148,20.1
www.mypriceindia.com//105,25.0
www.mypriceindia.com//9,5.0
www.mypriceindia.com//758,18.0
www.mypriceindia.com//136,16.0
www.mypriceindia.com//782,16.0
www.mypriceindia.com//156,18.0
www.mypriceindia.com//104,20.2
www.mypriceindia.com//719,16.0
www.mypriceindia.com//732,15.0
www.mypriceindia.com//735,20.2
www.mypriceindia.com//212,7.6
www.mypriceindia.com//762,20.1
www.mypriceindia.com//593,24.7
www.mypriceindia.com//213,17.0
www.mypriceindia.com//32,12.0
www.mypriceindia.com//765,16.0
www.mypriceindia.com//723,16.0
www.mypriceindia.com//67,25.0
www.mypriceindia.com//121,18.0
www.mypriceindia.com//177,16.0
www.mypriceindia.com//798,16.0
www.mypriceindia.com//10,17.0
www.mypriceindia.com//781,20.4
www.mypriceindia.com//135,16.2
