spec_id,brand
www.canon-europe.com//115,canon
www.canon-europe.com//154,canon
www.canon-europe.com//103,canon
www.canon-europe.com//20,canon
www.canon-europe.com//98,canon
www.canon-europe.com//77,canon
www.canon-europe.com//61,canon
www.canon-europe.com//36,canon
www.canon-europe.com//119,canon
www.canon-europe.com//41,canon
www.canon-europe.com//16,canon
www.canon-europe.com//57,canon
www.canon-europe.com//94,canon
www.canon-europe.com//123,canon
www.canon-europe.com//82,canon
www.canon-europe.com//6,canon
www.canon-europe.com//135,canon
www.canon-europe.com//162,canon
www.canon-europe.com//163,canon
www.canon-europe.com//7,canon
www.canon-europe.com//83,canon
www.canon-europe.com//134,canon
www.canon-europe.com//95,canon
www.canon-europe.com//122,canon
www.canon-europe.com//159,canon
www.canon-europe.com//17,canon
www.canon-europe.com//118,canon
www.canon-europe.com//40,canon
www.canon-europe.com//37,canon
www.canon-europe.com//138,canon
www.canon-europe.com//60,canon
www.canon-europe.com//99,canon
www.canon-europe.com//76,canon
www.canon-europe.com//21,canon
www.canon-europe.com//102,canon
www.canon-europe.com//155,canon
www.canon-europe.com//143,canon
www.canon-europe.com//114,canon
www.canon-europe.com//47,canon
www.canon-europe.com//148,canon
www.canon-europe.com//10,canon
www.canon-europe.com//109,canon
www.canon-europe.com//51,canon
www.canon-europe.com//92,canon
www.canon-europe.com//125,canon
www.canon-europe.com//84,canon
www.canon-europe.com//0,canon
www.canon-europe.com//133,canon
www.canon-europe.com//164,canon
www.canon-europe.com//113,canon
www.canon-europe.com//144,canon
www.canon-europe.com//152,canon
www.canon-europe.com//105,canon
www.canon-europe.com//26,canon
www.canon-europe.com//129,canon
www.canon-europe.com//71,canon
www.canon-europe.com//88,canon
www.canon-europe.com//67,canon
www.canon-europe.com//168,canon
www.canon-europe.com//30,canon
www.canon-europe.com//169,canon
www.canon-europe.com//31,canon
www.canon-europe.com//89,canon
www.canon-europe.com//66,canon
www.canon-europe.com//128,canon
www.canon-europe.com//70,canon
www.canon-europe.com//27,canon
www.canon-europe.com//104,canon
www.canon-europe.com//145,canon
www.canon-europe.com//112,canon
www.canon-europe.com//165,canon
www.canon-europe.com//1,canon
www.canon-europe.com//85,canon
www.canon-europe.com//132,canon
www.canon-europe.com//93,canon
www.canon-europe.com//124,canon
www.canon-europe.com//108,canon
www.canon-europe.com//50,canon
www.canon-europe.com//149,canon
www.canon-europe.com//11,canon
www.canon-europe.com//46,canon
www.canon-europe.com//166,canon
www.canon-europe.com//69,canon
www.canon-europe.com//131,canon
www.canon-europe.com//2,canon
www.canon-europe.com//86,canon
www.canon-europe.com//127,canon
www.canon-europe.com//90,canon
www.canon-europe.com//28,canon
www.canon-europe.com//170,canon
www.canon-europe.com//53,canon
www.canon-europe.com//12,canon
www.canon-europe.com//45,canon
www.canon-europe.com//32,canon
www.canon-europe.com//65,canon
www.canon-europe.com//73,canon
www.canon-europe.com//24,canon
www.canon-europe.com//150,canon
www.canon-europe.com//146,canon
www.canon-europe.com//49,canon
www.canon-europe.com//111,canon
www.canon-europe.com//48,canon
www.canon-europe.com//110,canon
www.canon-europe.com//147,canon
www.canon-europe.com//151,canon
www.canon-europe.com//106,canon
www.canon-europe.com//25,canon
www.canon-europe.com//72,canon
www.canon-europe.com//64,canon
www.canon-europe.com//33,canon
www.canon-europe.com//44,canon
www.canon-europe.com//13,canon
www.canon-europe.com//29,canon
www.canon-europe.com//171,canon
www.canon-europe.com//126,canon
www.canon-europe.com//91,canon
www.canon-europe.com//68,canon
www.canon-europe.com//130,canon
www.canon-europe.com//87,canon
www.canon-europe.com//3,canon
www.canon-europe.com//167,canon
www.canon-europe.com//34,canon
www.canon-europe.com//63,canon
www.canon-europe.com//8,canon
www.canon-europe.com//75,canon
www.canon-europe.com//22,canon
www.canon-europe.com//59,canon
www.canon-europe.com//101,canon
www.canon-europe.com//156,canon
www.canon-europe.com//140,canon
www.canon-europe.com//117,canon
www.canon-europe.com//38,canon
www.canon-europe.com//160,canon
www.canon-europe.com//137,canon
www.canon-europe.com//4,canon
www.canon-europe.com//80,canon
www.canon-europe.com//79,canon
www.canon-europe.com//121,canon
www.canon-europe.com//96,canon
www.canon-europe.com//55,canon
www.canon-europe.com//14,canon
www.canon-europe.com//43,canon
www.canon-europe.com//42,canon
www.canon-europe.com//15,canon
www.canon-europe.com//54,canon
www.canon-europe.com//78,canon
www.canon-europe.com//120,canon
www.canon-europe.com//97,canon
www.canon-europe.com//136,canon
www.canon-europe.com//81,canon
www.canon-europe.com//5,canon
www.canon-europe.com//39,canon
www.canon-europe.com//161,canon
www.canon-europe.com//116,canon
www.canon-europe.com//19,canon
www.canon-europe.com//141,canon
www.canon-europe.com//157,canon
www.canon-europe.com//58,canon
www.canon-europe.com//100,canon
www.canon-europe.com//23,canon
www.canon-europe.com//74,canon
www.canon-europe.com//62,canon
www.canon-europe.com//9,canon
www.canon-europe.com//35,canon
