left_spec_id,right_spec_id
www.gosale.com//1055,www.gosale.com//1126
www.gosale.com//1055,www.gosale.com//1331
www.gosale.com//1126,www.gosale.com//1331
www.ebay.com//58780,www.ebay.com//58955
www.ebay.com//58780,www.ebay.com//60083
www.ebay.com//58780,www.ebay.com//59086
www.ebay.com//58955,www.ebay.com//60083
www.ebay.com//58955,www.ebay.com//59086
www.ebay.com//46681,www.ebay.com//58780
www.ebay.com//46681,www.ebay.com//56407
www.ebay.com//46681,www.ebay.com//56876
www.ebay.com//46681,www.ebay.com//58633
www.ebay.com//42457,www.ebay.com//58780
www.ebay.com//42457,www.ebay.com//58955
www.ebay.com//42457,www.ebay.com//44300
www.ebay.com//42457,www.ebay.com//55614
www.ebay.com//42457,www.ebay.com//47917
www.ebay.com//42457,www.ebay.com//44481
www.ebay.com//42457,www.ebay.com//44614
www.ebay.com//42457,www.ebay.com//45323
www.ebay.com//42457,www.ebay.com//47168
www.ebay.com//42457,www.ebay.com//46345
www.ebay.com//42457,www.ebay.com//60083
www.ebay.com//42457,www.ebay.com//59086
www.ebay.com//42457,www.ebay.com//43632
www.ebay.com//42457,www.ebay.com//46285
www.ebay.com//42457,www.ebay.com//48392
www.ebay.com//55812,www.ebay.com//59086
www.ebay.com//46018,www.ebay.com//47151
www.ebay.com//46018,www.ebay.com//59086
www.ebay.com//46018,www.ebay.com//53599
www.ebay.com//44300,www.gosale.com//1055
www.ebay.com//44300,www.ebay.com//58780
www.ebay.com//44300,www.ebay.com//58955
www.ebay.com//44300,www.ebay.com//55614
www.ebay.com//44300,www.ebay.com//47917
www.ebay.com//44300,www.ebay.com//44481
www.ebay.com//44300,www.ebay.com//44614
www.ebay.com//44300,www.ebay.com//45323
www.ebay.com//44300,www.ebay.com//47168
www.ebay.com//44300,www.ebay.com//46345
www.ebay.com//44300,www.ebay.com//60083
www.ebay.com//44300,www.ebay.com//59086
www.ebay.com//44300,www.ebay.com//46285
www.ebay.com//44300,www.ebay.com//48392
www.ebay.com//55614,www.ebay.com//58780
www.ebay.com//55614,www.ebay.com//58955
www.ebay.com//55614,www.ebay.com//60083
www.ebay.com//55614,www.ebay.com//59086
