left_spec_id,right_spec_id
www.ebay.com//24839,www.ebay.com//59722
www.ebay.com//41935,www.ebay.com//59139
www.ebay.com//41935,www.ebay.com//60582
www.ebay.com//41935,www.ebay.com//53971
www.ebay.com//41935,www.ebay.com//47006
www.ebay.com//24009,www.ebay.com//44301
www.ebay.com//24009,www.ebay.com//59018
www.ebay.com//59139,www.ebay.com//60582
www.ebay.com//44301,www.ebay.com//59018
www.ebay.com//53971,www.ebay.com//59139
www.ebay.com//53971,www.ebay.com//60582
www.ebay.com//47006,www.ebay.com//59139
www.ebay.com//47006,www.ebay.com//60582
www.ebay.com//47006,www.ebay.com//53971
