left_spec_id,right_spec_id
www.eglobalcentral.co.uk//523,www.eglobalcentral.co.uk//74
www.ebay.com//43677,www.ebay.com//60530
www.ebay.com//43677,www.ebay.com//46408
www.ebay.com//45326,www.ebay.com//47062
www.ebay.com//45326,www.ebay.com//57000
www.ebay.com//45326,www.ebay.com//48977
www.ebay.com//43563,www.ebay.com//43677
www.ebay.com//43563,www.ebay.com//60530
www.ebay.com//43563,www.ebay.com//46408
www.ebay.com//47062,www.ebay.com//57000
www.ebay.com//47062,www.ebay.com//48977
www.ebay.com//44418,www.ebay.com//45326
www.ebay.com//44418,www.ebay.com//47062
www.ebay.com//44418,www.ebay.com//57000
www.ebay.com//44418,www.ebay.com//45162
www.ebay.com//44418,www.ebay.com//48977
www.ebay.com//54052,www.ebay.com//55775
www.ebay.com//47043,www.pcconnection.com//12181
www.ebay.com//47043,www.ebay.com//55912
www.ebay.com//55879,www.ebay.com//60169
www.ebay.com//46280,www.pcconnection.com//12181
www.ebay.com//46280,www.ebay.com//47043
www.ebay.com//46280,www.ebay.com//55912
www.ebay.com//46832,www.ebay.com//47564
www.ebay.com//24760,www.ebay.com//45326
www.ebay.com//24760,www.ebay.com//47062
www.ebay.com//24760,www.ebay.com//44418
www.ebay.com//24760,www.ebay.com//44206
www.ebay.com//24760,www.ebay.com//57000
www.ebay.com//24760,www.ebay.com//45162
www.ebay.com//24760,www.ebay.com//48977
www.ebay.com//46408,www.ebay.com//60530
www.ebay.com//44206,www.ebay.com//45326
www.ebay.com//44206,www.ebay.com//47062
www.ebay.com//44206,www.ebay.com//44418
www.ebay.com//44206,www.ebay.com//57000
www.ebay.com//44206,www.ebay.com//45162
www.ebay.com//44206,www.ebay.com//48977
www.ebay.com//53487,www.ebay.com//56382
www.ebay.com//55912,www.pcconnection.com//12181
www.ebay.com//42259,www.ebay.com//55628
www.ebay.com//42259,www.ebay.com//42770
www.ebay.com//45162,www.ebay.com//45326
www.ebay.com//45162,www.ebay.com//47062
www.ebay.com//45162,www.ebay.com//57000
www.ebay.com//45162,www.ebay.com//48977
www.ebay.com//56378,www.ebay.com//58645
www.ebay.com//42770,www.ebay.com//55628
www.ebay.com//42814,www.ebay.com//58551
www.ebay.com//48977,www.ebay.com//57000
www.buzzillions.com//2163,www.buzzillions.com//2296
