left_spec_id,right_spec_id
www.ebay.com//57547,www.ebay.com//58177
www.ebay.com//57547,www.ebay.com//58262
www.ebay.com//57547,www.ebay.com//58310
www.ebay.com//57951,www.ebay.com//58206
www.ebay.com//57951,www.ebay.com//58310
www.ebay.com//57951,www.ebay.com//58326
www.ebay.com//57802,www.ebay.com//58103
www.ebay.com//58240,www.ebay.com//58292
www.ebay.com//57511,www.ebay.com//57517
www.ebay.com//57511,www.ebay.com//58177
www.ebay.com//57511,www.ebay.com//57708
www.ebay.com//57881,www.ebay.com//58292
www.ebay.com//57881,www.ebay.com//58121
www.ebay.com//57881,www.ebay.com//58389
www.ebay.com//57839,www.ebay.com//57881
www.ebay.com//57839,www.ebay.com//58292
www.ebay.com//57839,www.ebay.com//58121
www.ebay.com//57839,www.ebay.com//58389
www.ebay.com//57839,www.ebay.com//57861
www.ebay.com//57469,www.ebay.com//57881
www.ebay.com//57469,www.ebay.com//57839
www.ebay.com//57469,www.ebay.com//58292
www.ebay.com//57469,www.ebay.com//58121
www.ebay.com//57469,www.ebay.com//58389
www.ebay.com//57469,www.ebay.com//57861
www.ebay.com//57469,www.ebay.com//57712
www.ebay.com//57404,www.ebay.com//57951
www.ebay.com//57404,www.ebay.com//57511
www.ebay.com//57404,www.ebay.com//57413
www.ebay.com//57404,www.ebay.com//57517
www.ebay.com//57404,www.ebay.com//58206
www.ebay.com//57404,www.ebay.com//58177
www.ebay.com//57404,www.ebay.com//57493
www.ebay.com//57404,www.ebay.com//57708
www.ebay.com//57404,www.ebay.com//58326
www.ebay.com//57845,www.ebay.com//58202
www.ebay.com//57845,www.ebay.com//58310
www.ebay.com//57413,www.ebay.com//57547
www.ebay.com//57413,www.ebay.com//57511
www.ebay.com//57413,www.ebay.com//58177
www.ebay.com//57413,www.ebay.com//57493
www.ebay.com//57413,www.ebay.com//57708
www.ebay.com//57517,www.ebay.com//57547
www.ebay.com//57517,www.ebay.com//57951
www.ebay.com//57517,www.ebay.com//58206
www.ebay.com//57517,www.ebay.com//58262
www.ebay.com//57517,www.ebay.com//58310
www.ebay.com//57517,www.ebay.com//58326
www.ebay.com//58206,www.ebay.com//58326
www.ebay.com//58292,www.ebay.com//58389
www.ebay.com//58103,www.ebay.com//58326
www.ebay.com//57426,www.ebay.com//57802
www.ebay.com//57313,www.ebay.com//57547
www.ebay.com//57313,www.ebay.com//57511
www.ebay.com//57313,www.ebay.com//57404
www.ebay.com//57313,www.ebay.com//57413
www.ebay.com//57313,www.ebay.com//58177
www.ebay.com//57313,www.ebay.com//57493
www.ebay.com//57313,www.ebay.com//57708
www.ebay.com//57493,www.ebay.com//57511
www.ebay.com//57493,www.ebay.com//58177
www.ebay.com//57493,www.ebay.com//57708
www.ebay.com//58121,www.ebay.com//58292
www.ebay.com//58121,www.ebay.com//58389
www.ebay.com//57535,www.ebay.com//57845
www.ebay.com//58262,www.ebay.com//58310
www.ebay.com//57861,www.ebay.com//57881
www.ebay.com//57861,www.ebay.com//58292
www.ebay.com//57861,www.ebay.com//58121
www.ebay.com//57861,www.ebay.com//58389
www.ebay.com//57708,www.ebay.com//58177
www.ebay.com//57708,www.ebay.com//58262
www.ebay.com//57712,www.ebay.com//57881
www.ebay.com//57712,www.ebay.com//57839
www.ebay.com//57712,www.ebay.com//58292
www.ebay.com//57712,www.ebay.com//58121
www.ebay.com//57712,www.ebay.com//58389
www.ebay.com//57712,www.ebay.com//57861
