left_spec_id,right_spec_id
www.alibaba.com//25245,www.alibaba.com//35228
www.alibaba.com//25245,www.alibaba.com//36804
www.alibaba.com//25245,www.alibaba.com//26449
www.alibaba.com//25245,www.alibaba.com//36720
www.alibaba.com//25245,www.alibaba.com//37326
www.alibaba.com//25245,www.alibaba.com//35073
www.alibaba.com//25245,www.alibaba.com//30050
www.alibaba.com//25245,www.alibaba.com//28964
www.alibaba.com//25245,www.alibaba.com//36930
www.alibaba.com//25245,www.alibaba.com//29309
www.alibaba.com//25245,www.alibaba.com//29922
www.alibaba.com//25245,www.alibaba.com//33969
www.alibaba.com//25245,www.alibaba.com//33986
www.alibaba.com//25245,www.alibaba.com//36194
www.alibaba.com//25245,www.alibaba.com//36663
www.alibaba.com//25245,www.alibaba.com//32821
www.alibaba.com//25245,www.alibaba.com//36120
www.alibaba.com//25245,www.alibaba.com//37677
www.alibaba.com//25245,www.alibaba.com//36882
www.alibaba.com//25245,www.alibaba.com//25312
www.alibaba.com//25245,www.alibaba.com//36339
www.alibaba.com//25245,www.alibaba.com//26548
www.alibaba.com//25245,www.alibaba.com//35705
www.alibaba.com//25245,www.alibaba.com//29634
www.alibaba.com//25245,www.alibaba.com//27923
www.alibaba.com//25245,www.alibaba.com//35246
www.alibaba.com//25245,www.alibaba.com//34400
www.alibaba.com//25245,www.alibaba.com//37685
www.alibaba.com//25245,www.alibaba.com//35051
www.alibaba.com//36081,www.alibaba.com//37347
www.alibaba.com//24679,www.alibaba.com//25245
www.alibaba.com//24679,www.alibaba.com//35228
www.alibaba.com//24679,www.alibaba.com//36804
www.alibaba.com//24679,www.alibaba.com//36720
www.alibaba.com//24679,www.alibaba.com//35073
www.alibaba.com//24679,www.alibaba.com//30050
www.alibaba.com//24679,www.alibaba.com//28964
www.alibaba.com//24679,www.alibaba.com//36930
www.alibaba.com//24679,www.alibaba.com//25127
www.alibaba.com//24679,www.alibaba.com//29309
www.alibaba.com//24679,www.alibaba.com//33969
www.alibaba.com//24679,www.alibaba.com//36194
www.alibaba.com//24679,www.alibaba.com//36663
www.alibaba.com//24679,www.alibaba.com//32821
www.alibaba.com//24679,www.alibaba.com//36120
www.alibaba.com//24679,www.alibaba.com//36882
