left_spec_id,right_spec_id
www.ebay.com//44243,www.ebay.com//58091
www.ebay.com//44243,www.ebay.com//55299
www.ebay.com//52694,www.ebay.com//59112
www.ebay.com//42836,www.ebay.com//58091
www.ebay.com//42836,www.ebay.com//55299
www.ebay.com//47161,www.ebay.com//52694
www.ebay.com//47161,www.ebay.com//59112
www.ebay.com//23969,www.ebay.com//44243
www.ebay.com//23969,www.ebay.com//42836
www.ebay.com//23969,www.ebay.com//42170
www.ebay.com//23969,www.ebay.com//58091
www.ebay.com//23969,www.ebay.com//55299
www.ebay.com//24384,www.ebay.com//42836
www.ebay.com//42170,www.ebay.com//44243
www.ebay.com//42170,www.ebay.com//42836
www.ebay.com//42170,www.ebay.com//58091
www.ebay.com//42170,www.ebay.com//55299
www.ebay.com//55299,www.ebay.com//58091
www.ebay.com//24504,www.ebay.com//47161
